rating,review
4.9,"I have bought and sold a lot of cars. Browning's Reliable was by far the best car buying experience ever. Great, friendly staff, super fast and easy process, great vehicle at a great price, and easy financing. What more could you ask for. Would highly recommend, and will probably buy my next vehicle there as well!"
4.1,"Just got back my Q7 from being serviced and totally happy. My service advisor Alexa is the best there as she is very friendly, knows all about the Audi products and services. Bob Moore Audi has been servicing my Q7 for the last 3 years and never had any problems from initial call for service to the end result of a fixed Q7. Alexa kept me updated in the whole process and Bob Moore is very lucky to have a great advisor like Alexa. "
4.1,Love them Rocky was awesome and fast in helping me with my purchase i love my car and it’s affordable no hassle at all 
4.1,Smooth seamless process. They were very responsive and accommodating. I'm so excited I found the car I wanted and I had a great deal. Just amazing!
4.6,their staff is great and their selection is unmatched in the tulsa area they can even help you if your in bankruptcy and credit doesn't matter call them these guys really can help you 
5,"Jason & Emad are wonderful! Very helpful, professional and friendly! Haven’t had this little stress at a dealership ever before! If you’re looking, this place will be your last stop! "
5,I am so pleased w/ this car lot and the people working there!! I would like to give a big shout out to Mr.Webb!!!!!! He was AWESOME!! 
5,The best used car dealership and the salesman True was the truth. I would recommend this car dealership to any one looking to own their own vehicle.
5,Purchased a truck from them from out of state. It arrived smoothly and just as described! So thankful! Even months later when I needed some paperwork Martha and Richard went out of their way to continually help me. So thankful and appreciative!
5,Fast and easy! Steve was very professional and the process was seamless highly recommended. The dealership is very nice and people are very friendly. If you are looking for a Tesla or get lucky and find another vehicle in their inventory this is the place to go!
5,"This is my second vehicle I’ve purchased with Barrett. My first car with them was a Ford Fusion 2013. I tell you that car was very reliable. Times got rough for my family and we fell on hard times. Barrett team worked with us while we got back running. Thanks so much!!!! My second vehicle was my candy red camero. The process was short sweet and easy. They approved me fast and the service I received was amazing from this team. Thank you guys so much and keep that high energy, smiles, hospitality,accuracy, and great products with service you guys have given me since day one. 

Your #1 customer Kendra"
5,"Austin took care my wife's Countryman, Always helpful. My first time with a PHEV. We absolutely love the MINI, coupled with excellent service and free maintenance. Its hard to top!
Thank you MINI of Wichita"
5,My family appreciates everything you guys have done to ensure we found the vehicle we needed!  You have earned our families business!  Thanks again guys!
5,"I had a GREAT experience purchasing a vehicle from Bryans Car Corner! Excellent Customer Service!! Gil was a BLESSING! I love my car!
-Monique Wilson"
5,"I came into CarMax in Tulsa to discuss a specific car located in Texas. I was helped by Jaime Monroe and she was very knowledgeable and did not pressure me to buy anything. They are bringing the car I want to buy from Texas for FREE and based on the guarantees CarMax provides I feel so comfortable making the purchase. This is the easiest purchase of a vehicle I have ever had. Thank you Jaime, I’m very satisfied and at ease with my choice!"
5,This dealer has a great variety of inventory and has it conveniently indoors.  You can conveniently shop regardless of the weather outside.  The staff always listens and try to help the best way possible.  Highly recommended.
5,By far one of the best dealerships I've ever been to! Everyone there is awesome and they go above and beyond to help you.
5,Wow..... I love the customer service. Lori followed through with my requested. She was very professional and a woman of her words.  Rance was a true professional  and made us feel at home. He made us feel we were part of his family. I recommend this dealership to my friends and family any day and every day.  For those doubters out there.  I did my home work and got the best deal I could find in the Dallas area. Thank you Destination Motorcars 
5,I would definitely recommend this car lot to anyone in need of help.. The owner Mr. Fadi is truly a blessing  he goes above N beyond. He will work with you to his best ability. He has been my angel in my situation. I am so thankful for him.. As long as u are honest and communicate he will go above N beyond to make sure you are busy satisfied. He actually cares about u not just making a buck and that goes very far.. so again come talk to Me Fadi he will definitely make you happy also.
5,"I’m so very happy with my recent purchase. This is my second purchase from Discount Motors. Very happy with the 1st one too. Biggest difference was my sales person Frank Puente very professional, helpful and understanding. "
5,"Best car buying experience for the 2nd time!  Worked with Tyler Roman today, who went above and beyond for us.  Took <30 minutes to purchase! "
5,"Tyler was a knowledgeable professional starting the car buying process and ending the car buying process.  My husband contacted Tyler about a 2009 335I BMW that he saw on Facebook.  Tyler immediately responded back and updated my husband regarding the specifications on the car.  We then met Tyler in Plano to look at and test drive the car.  We loved the car's body and how well it had been maintained.  The engine was also very well kept..  We bought the car.  We live in Fort Worth, so Tyler delivered the car to us in Arlington so we did not have to make a long drive.  Tyler definitely knows how to treat his customers.  He called a couple of days later to make sure that my son was enjoying his new Beemer!
I look forward in doing more business with him in the future.
"
5,Purchased my 2012 Range Rover Sport from Eddie Ford. The best car buying experience ever !!!!!! Solid car and STELLAR dealership !! Zero pressure !!  Treat you like family  !!! Be Blessed Eddie !! Thanks !!
5,Great selection of high end vehicle and  friendly customer service. No pressure. They will provide free carfax and auto check on every vehicle. Highly recommended 
5,"Grate people to deal with very helpful when buying any type of auto. Would recommend them to any one buying a auto. Allway give you red carpet service

"
5,My wife and we’re looking for a used Jeep Wrangler JK with lowest miles etc. We decided to visit Perry’s Car Co because they had a good selection of Jeep Wranglers to choose from. From the first meeting with Perry we felt comfortable and confident of what he was telling us about the Jeeps. He explained features and options on each one we looked at. After discussing my trade in we agreed on a price for a 2013 Jeep Wrangler Sport and purchased it that day.
5,"Though hole process was easy and selection was 
Good sales men very helpful would highly recommend the Sapulpa location stop by take a look   Great people "
5,"Ride n Drive is like a car buying home to me! Mike (and actually the whole team) has never been anything but Stellar, kind, helpful and genuine. I have bought a 2013 BMW x5 from them as well as a Fiat 500 sport, both times i was blown away by the over the top service. Mike made sure that both times the cars where in excellent condition before we where allowed to take them. I pointed out things on the test drives that i would have to have someone look at, and each time they fixed it before the delivery. Short and Sweet, right now i'm working on how to purchase my 3rd from them. I will never look anywhere else if I am shopping for a used car. So pushy sales, just honest advice. I recommend them to all my friends and family, because in the end i know they will do the right! "
5,Bought a 2008 Chrysler town and country was a great value good people to deal with very flexible will highly recommended easy terms finance available  
5,highly recomend Steve Malley very very professional prompt easiest buying experience ever car was as described I came from waller TX 240 miles away no back and forth no games  Iwhen i arrived i was in and out with my new car in less then 10 min I will return for another car purchase for sure thanks Steve 5 stars all the way 0 headaches
5,This independent took initiatives rarely seen. The work was excellent. This is a big relief. I highly recommend them. George and Ray were nice to work with in addition. I am pleased to pass this endorsement on. 
5," Bought a 2000 Nissan Frontier and once got it home discovered a couple of issues not previously detected.  Brought it back on Monday morning and every issue was taken care of, at no additional cost to me, and the vehicle was reexamined with a fine tooth comb.  Thank you to Dave and the staff at Specialty Autoplex for your excellent customer service and dedication to quality vehicles."
5,This place was awesome!! I called and spoke to a young man named Cody. Told him him it was no big deal weather I bought or not but what to see what he could do. In a matter of two hours he called back with a deal I couldnt refuse. My payments for a brand new vehicle were 25 bucks more than the 7 year old car I had bought a few years ago. Needless to say I bought!!! You want a great deal and great service call Cody in Eastland. Dude is good and respectful. 
5,Ken made the whole process super easy and i got a fantastic price on my new Jeep! Would HIGHLY recommend TX Brand Auto to anyone needing to purchase a new car.
5,They are very easy to work with and unlike most dealers they put the prices of the vehicles in the windows. So no pricing games. They have great deals on their vehicles and they are nice too. Will definitely buy from here again when ready to. They also have their own service shop for you to take your car to get worked on. The guys there Chuck and Roy are very knowledgeable and don't try to up-sell you on fixing things you don't need at this time. 
5,Very friendly and helpful and has very reasonable prices. We have bad credit and they didn’t hold that against us! I have 2 small children and we weren’t there very long 
5,Went in looking for a very specific auto and left with one completely different but better!  Staff was quick and helpful. I waited less than 10 minutes for all negotiations and trade in assessment.  Staff stayed late that evening to complete the sale and trade in. 
5,"My first time to ever buy a car from a dealership and I could not have been more pleased!! These guys made it the best and easiest experience! They answered any questions I had, as well as ones I didn't even think of, about my new vehicle!! I consider myself lucky to have come across genuine people and great customer service!! They normally sale trucks but I got blessed with a car they had! Thank you so much for giving me hope in financing a car! Y'all are the best!"
4.2,"Amos is the undisputed expert and dealer in 1955-57 T-Birds. His cars are impeccable. He will ask what you want in the car, Extent of restoration, and he and his son literally know every proper nut and bolt on these special automobiles. He always has many in stock and has sold hundreds. I just emailed him yesterday needing some advice on something I wanted to add to my own 57 Bird. I did not buy it from him, as it came from an estate sale. There was nothing in it $ wise for him to share his expertise. Yet this morning he had emailed me back with specific info, potentially saving me headaches and $$. It is entertaining just to look at his website. He also has a lot of other 50s Ford expertise as well."
4.1,"Zach Sherman, is the man!! He made this whole process so easy for me. He was always reachable, and i really appreciated that. I highly recommend him!! Thanks for helping with my purchase."
4.1,After car shopping at 3 places and getting denied I came to Mr.Bills and Lucas helped me I was in and out. I told him I wanted a roomy car because of my kids always kicking the seats and he got me a roomy car! Stop wasting your time & go to Mr.Bills Lucas will make it happen even if everyone else denied you!! 
4.8,I drove all the way from Arkansas for the car I wanted.  When I arrived it was very clean and shiny.  Went for a test drive with Isaac who was very knowledgeable and friendly.  Came back and didn't haggle.  Started paperwork and was out of there in all under 2 hours.  Everyone was friendly and everything was as promised with the Yukon.  At least at this dealership I feel like they took our safety seriously.  Everyone was wearing a mask and social distanced.  Got a little tight and somewhat loose when we went for walk through and discussion on GM app and onstar.  The person doing the financing knew their stuff and was outstanding to work with.  
4.8,I had a amazing experience at this dealership. Larry Parks is awesome with great customer service skills. They stayed in contact with me throughout my whole process. They made sure I was aware of everything that was going on and overall satisfied. 
4," From our own personal experience with buying a vehicle from this dealership:
This 360 Smart Car / Kamkad (or whatever name it is at the moment), is a complete scam. Just watch the News reports. Google search 360 Smart Car investigation. Yes, it is the same dealership, no matter what they tell you. Look at the location. Same employees. They changed their name to fool people. This same company is in the news elsewhere, too.  Here is why I'm so upset and trying to let everyone know to beware. Please keep in mind, too, that this is such a dreadful company, that NO ONE has bothered to reach out to us in an attempt to make this right.
They charged us THOUSANDS OF DOLLARS for an extended warranty on a car they sold us 6 months ago (Nov 2018), and they have never paid the warranty company! So we have no warranty on our 8 year old car we bought from them because they pocketed our warranty money!  Seriously, who does that???!!! To the owner or manager: I hope you're having a good time with our $3,500 at your ""Family owned and proud"" business of yours. Are you proud of yourself for scamming money from hard-working people? I can only hope that this happens to you one day! I sound bitter don't I? Well, let someone steal $3,500 from you and then tell me you're not bitter.  We have three girls in college, we can't just walk to our backyard and get more cash off our money tree and buy another $3,500 warranty.
I just happened to call the warranty company in Feb of 2019 to ask if I would get a contract in the mail; and they told me, ""Oh, your contract has never been activated because the dealer never paid us for it.""  Whaaaaaat?? Now, no one at this ""more-names-than-Elizabeth-Taylor"" dealership will call me back or return my emails! I mean why would they call me? They're obviously too busy vacay'ing in the Grand Caymans with our stolen money.
Not to mention this: 2 to 3 WEEKS AFTER we bought the car, they called us to say they were changing the finance co. to a different finance co. because the 1st one went out of business. WEEKS LATER!  Ummmm, why did it take them so long to contact us? The paperwork was just sitting on someone's desk collecting dust for WEEKS! That's why. Oh, and I'm not done: They also tried to raise our interest rate on the new paperwork/contract. Are you kidding me?? It was only after I told them they could have the car back, and they could shove their higher interest rate up their you-know-what, did they agree to keep the rate the same. So, we had to go back to this freakin' dealership to sign all new paperwork with a new finance co. on it. Oh, and I called the original finance co. and they told me they did NOT go out of business. Hmmm. Of course, we didn't get our plates until months later and we asked them to mail the plates to us because we didn't want to go back there AGAIN. They said no, so we had drive back out there to pick them up. 
I have proof of all this, so NO ONE can say that I'm lying!!!!!!!  If these people were good or honest at all, don’t you think they would have paid our warranty by now? Do you want this to happen to you?
I’m not upset with our sales people who helped us, but rather owners and management who actually took our money and didn’t pay our warranty. 
Please understand, I am normally a very, very patient and easy-going person. But this dealership has caused soooo much heartache and frustration; and they’ve caused us many sleepless nights. They stole from us. And they don't care! Don't make the same mistake we did. DO-NOT-BUY-ANYTHING-FROM-THIS-DEALERSHIP!! If you do decide to go there anyway, please run to your doctor first and get a quick CT Scan; just to make sure you have a brain. Yes, I’m angry and I should be! Can I be any more clear? I don’t think so.  "
4,"Went in for my free oil change, estimated wait hour to hour 15, hour 30 young lady comes out and service reccomend two new tires, declined mentioned  how long it had been she suggested declining the wash job I agreed. At an hour 50 car pulled up hour 55 they call me cost 46.71. Service manager busy on phone I'm done leave go to front ask for manager over service manager they send me back to service did not go well.  He wanted me to go back to my car get items bring back to service then make another trip to leave, I just left


"
4,"Ask for Jesse Arredondo, best salesman by far. Went above and beyond! My daughter picked her new car up last night. Thank you Jesse and Chad!!"
4.2,"Saw a Great Deal price listing on Car Guru's from this dealership for a top trim model 2015 Honda Odyssey Touring Elite. After scouring all other dealer sites and possible options it was clear that the vehicle from this dealership was priced well below market value. I called on a Sunday not knowing that the dealership was closed, but Jason answered my call and was awesome right from the start. He told me the vehicle was still available and that there was someone else scheduled to come up and see the next morning, so I made an appointment for that next afternoon. Jason kept me updated on the status of the vehicle and he let me test drive/check out the vehicle for a couple of hours. Vehicle had some cosmetic repair work which was evident but they did a good job at getting it looking in the right condition. I was extremely pleased with everything until we got inside to pay and found out that the price posted online hadn't yet added in ""Service Fees"" for performing the repairs. Van ended up costing ~$2,200 more than what was listed on Car Guru's, but the cost still ended up being about the same as what I'd seen on other sites while looking. Seemed kinda like a bait and switch tactic, but all in all I was happy with the vehicle that I received and Jason found me a great interest loan through a credit union . Was able to get 0 Down at 4.25% based on a 703.. I'd definitely recommend them again thanks to Jason. He made the whole process extremely easy and was very accommodating. Their current location is a little cramped, but they're just about to move to a new lot. Look forward to doing business with them again. Recommended."
4,Great cars and very knowledgable and friendly staff. Definitely recommend this place if youre in the market for a used vehicle. I bought a 2017 corrolla from them and im loving it
4,"I just leased a new 2019 Mazda3 from Davis-Moore, and it was hands down the easiest purchase I have ever made! My sales person was Ryan Schauf. He was friendly and responsive when I asked about the availability of the car I was looking at online, and when I came to look at it, the vehicle was clean, warmed up, and ready for a test drive. He drove first to really show off some features of the vehicle I had no idea were even there, and then he directed me on a preset route (although he was willing to let me pick some of the streets I wanted to test as well). He was extremely professional and I never once felt rushed or pushed into buying anything.

When it came time to talk price, I spoke with Ryan, but also the sales manager Chris Meek. Both of them really went above and beyond to get me a great deal! They immediately gave me an excellent price, and I appreciated that there was little need to go back and forth to get a good price. Chris was fantastic!

When I was ready to move to finance, they were busy! I had to wait a short time before going in, but their waiting area is loaded with TVs, snacks, drinks, and even classic arcade machines that were set to free play to keep me occupied! I've never seen that before! I put in some time trying to beat the high score on Donkey Kong while I waited, and that passed the time quickly. This will be very nice when I come back for service as well!

When it came time to meet with the finance manager, I worked with Dominic Feld. He was quick, efficient, and amazing to work with! Like most people, I'm usually I'm on edge when it comes to the financing side of buying, but my experience with Dom was calm and relaxed. He really made me feel at ease. Dom respectfully offered some products that he thought would compliment my new vehicle, and I made sure to take advantage of a few of them like the Wheel and Tire protection (especially with how much construction we have. I've lost too many tires to nails and screws the past few years!). But what I really liked was that he never pushed me into anything I wasn't interested in. Similar to when we discussed the price of the car, if I declined a service, there was none of the back and forth for hours like many other place I have bought before, and I was in and out of the finance office within 10 or 15 minutes. Lightning fast compared to some of my past experiences! In fact, the whole experience was quick, as from the time I arrived for a test drive to driving away with my new car, I was only there for a little over an hour and a half! It was the fastest buying experience I've ever had, and I have to say it's because of their professionalism and efficiently.

Finally, when I was finished with financing, Ryan had gotten the car cleaned up and ready for me to drive away. He had even already moved the plate from my trade in over to my new one! Before I left, he went over a few more features to make sure I knew what everything did and how to properly operate my new car, and even helped me move some of my things over from the car I traded in.

Davis-Moore Mazda, you were amazing, and really made my purchase feel special. Thank you to everyone for making my car buying experience easy, quick, and honestly enjoyable! Ryan, Chris, and Dom really went above and beyond! If anyone is looking for a new or used car from Davis-Moore, I wholeheartedly recommend working with them!"
4,Great place to buy y a car. Kristen is super great I told her what I wanted and she had it ready and waiting. I will be leasing all of my cars here. And will always request Kristen. Good job.people.
3.8,Very easy to work with.  Mike was great.  Encouraged a through test drive and mechanical checks.  Very different from the large chain dealerships I've tried to deal with.
3.9,Auto class dealer made the situation right from my earlier review.  I left a satisfied customer and Chad and team made me happy. I felt liked they cared 
3.8,"I purchased a 2019 F-150 I found off their internet add in December.  I am in CA and did the negations by phone text and email.  When I arrived to turn in my old truck and pick up the new one there was literally nothing in the file for the transaction.  I had paid for a shell and leather upgrade as the down payment so I was locked to this truck (they were never able to provide the receipts for the shell or aftermarket leather).  I was told my trade in would be upper half of their online value estimator because it has 20k miles left on extended warranty, under seat safe and air assist bags, and in excellent condition, that was 11 to 16K (estimator value) so I was told 13K up would be trade value.  On arrival they found no issues and said 11K.  I was told no problem to switch low profile tires and upgraded rims for the smaller standard rims and higher profile tires and would get a credit as the rims were  $1,200 upgrade.  No note on this in the file, I ended up with tires and rims off of a trade in with 19k miles, no credit for used tires or the value of the rims, told take it or leave it.  

I repeatedly asked for the pricing work sheet because numbers didn't work out as they described and my repeated requests were flat out refused.  All numbers were on on a blank 8x11 sheet of paper and they could not give a purchase number, tax rate or what number taxes were calculated from.  Exacerbated, I signed the paperwork and left to CA.

I made CA DMV appointment to register, the first week January and DMV had nothing from the dealer.  Dealer check and application arrive 34 days after purchase, DVM calls me to come down and because the 30 day temp registration expired the fine was just under 2K!  DMV had no way to determine purchase price to calculate taxes.  So I had to get a 30 temp registration, and finally got Home Town Motors to send the pricing sheet.  Back to DMV 3rd time, the lady laughed at the sales financing form compared to the  pricing sheet.  Another $965 to DMV that was not calculated properly and the vehicle was finally registered in early February.  I called and talked with the finance person I dealt with because he was the only one I could get to answer the phone and asked that they reimburse me for the fine I received because their paperwork was late and pay 50% of the additional fees they improperly calculated.  I was promised a manager would get back to me, nothing.

I purchased a truck from Corwin Ford in Nampa Id. the same way in 2015.  I arrived, they had all the paperwork in a folder, signed in less than 1/2 hour.  Went to CA DMV the next week everything was correct. no Problems.  

I don't think the Folks at Home Town Ford are intentionally dishonest, but rather in way over their heads, with poor or no business processes in place and internal communication is all verbal with no records.  They are not equipped, or experienced to do out of state or online sales.  They knew I was screwed because I had paid for the leather and shell as well as traveled 900 miles to pick up the new truck.  As such they did not in anyway try to reach any compromise regarding the trade in value, tires or provide detailed costs of the transaction.

Unless you can conduct ALL transactions in person, make notes and demand documentation of all the transaction details before agreeing to anything, you should pay a bit more and go somewhere else."
3.9,"Worst place ever when we purchased our car we bought protection plus plan for $1400  and GAP couple months later the car was total loss and we  did a claim they requested a cancellation of warranty and I contacted them they never responded try to contact Keith the manager and he said he doesn't handle  financials. they transfer me to Luis that told me he was going to call me back in 30 min and here I am waiting 3 months later I finally contact the protection plan company and they NEVER RECEIVED PAYMENT  for the policy so they never activated the protection plan..
Apparently CASTLE HILLS MOTORS was supposed to refund the $1400 to the lender and as of today they have not received anything .. please don't buy from this place they are going to steal your money!!"
3.9,I apologize for my delay. I wanted to update everyone. I left a review on 30 july 2019. I had a really bad deal when i bought my truck. Things weren't as promised and them refuse to finish and make it right. After leaning my review i received a phone call. The me owner was on they other end of the phone and explained that he had recently bought the dealership and wanted to see if he could try and make it right. He had his guys come and get the truck a day or so after . i don't know what's wrong with it at this point. But giant thanks to Brian for being concerned. I Will Update again when we're done with this mess
3.9,"This dealership is the worst, they tried holding back a $500 check because I gave them a bad review but then sent me the check for $500. Brad and finance crew are nothing but crooks. STAY AWAY FROM THIS DEALERSHIP. "
3.7,"Bob Stalling was great. From start to finish. We live in Houston and purchased from Dallas because we had a bad experience with Ron Carter Hyundai. We made the right decision. Absolutely no extra fees at Bob Stallings. The price I was quoted over the phone is exactly what I paid. No bogus fees.  My daughter is so happy. If you are in the market for a new vehicle I suggest everyone contact Bob Stallings. Even if you want another make and model please contact Julian Salazar at  Bob Stallings before you buy anywhere else. Trust me. He started the deal Monday morning and was driving the vehicle to Houston by 2pm. It would have been done earlier but I held it up a little.  Think about that for a minute. He was driving it to Houston.  Wow. That is customer service.  Not to mention I purchased the exact same vehicle for 2512.00 cheaper at Bob Stalling compared to Ron Carter. Wait the vehicle at Ron Carter had tinted windows and a pin strip. I guess that’s worth 2500.00 dollars at Ron Carter Hyundai. There are still great dealerships out there and I found one in Bob Stallings Hyundai. 

Regards,
Robert"
3.7,"We recently purchased a Pre-Owned Volvo. Samuel Dixon was a key component in our purchasing experience. He is knowledgeable, service oriented and easy to work with. Thanks to Samuel and the Grubbs team for working diligently to get us the vehicle we wanted. "
3.7,We drove down from Amarillo tx to test drive a new ram truck. Ryan was extremely easy to get along with. I didn’t feel pressured into anything at all and they gave me exactly what I wanted for my trade in. I have never experienced an easier car deal in my life . I will 100% be coming back in the future for my next vehicle.
3.7,"They offer great deals online and advertise low prices. But what they dont tell you is they add a $1700 fee that is completely nonnegotiable. This fee supposedly covers their work on the car that makes it certified preowned. But this is a legal requirement to advertise the car as certified so therefore should not be a fee. They basicly lie to you about the price until you are sitting down in their office. Do not go here, and if you do go ahead and add that $1700 to every price tag. It's clear they do this so their cars come up as the best deals online, this practice is immoral and downright despicable. "
3.8,"This is low stress car buying.  Dealt with Dave DeShazo and he was of great help.  Was able to provide information and photos on the vehicle.  Since I was driving from Houston, this was of great assistance.  Would highly recommend Zigler and will be my first stop when looking for another car.

Ed Mc"
3.7,"Oh, no! After waiting three weeks for an appointment, they took my Chevy Malibu back to the service bay for a GM recall issue they came back and said it will be 1.5 hours before they can get to it and the software update takes 2 hours. So, we're supposed to wait in the COVID-city waiting room because they can't schedule properly or tell people in advance that you should be prepared to leave the car for 3 to 4 hours? No one is doing the socially distancing thing in here while Denton virus numbers are so high. NO WAY will I ever buy a car from them or use their service again. Upon asking for my car back, the service attendant just said ""Oh, OK, whatever."" Tammy was nice but totally powerless to help. The scheduling people should TELL customers about the expected wait time even when you have an appointment! What a sloppy, stupid system and poor customer service. I guess because they make no money off of a recall, you don't matter."
3.7,The service dept personnel are very professional they took my vehicle in told me what needed to be repaired.  Then made the repairs very promptly and then we were on our way. Thanks to all in the service dept & Todd.
3.7,This dealer is a FRAUD! I purchased a Wrangler from them on 6/3/20 paid wire transfer immediately. It’s 7/26/20 and I still didn’t get the car. After involving the local county sheriff I got a hold of owner Constance that promised me that she will personally take matters onto her own hands since her manager Brian and her salesman Joe kept lying to me over the last almost 2 months that they will ship the car soon. Outrageous! I found my own shipper and now they blame COVID-19 issues at the dealer. What next? ... 
3.5,"Perfect customer service, will not be the last time to deal with them <U+2764><U+FE0F> Very friendly, nice, and helpful. Great deals and good prices <U+0001F44C> perfect hostility "
3,"This dealership isn't even worth the 1 star I gave them. Don't waste your money. Purchased a truck a few months ago, and already trying to get out of after having to spend $3,000 on it right off the bat. We understood it was a used card dealership, but was hoping for a truck that would at least last a couple years considering it is a 2017model. All of their trucks are worn, and covered up very well to buyers.

"
3,"Very courteous and helpful staff.  First time buying a car and they made the whole process very easy.  5/5, will buy more vehicles here in the near future!"
3.4,"IF YOU ARE LOOKING FOR A SIGN TO GET A CAR FROM HERE << HERE IT IS!!!>> purchasing a car is always a long process, so there you go. That is the only complaint.It took an agonizing 4 hrs, but well worth the wait. I had the pleasure of dealing with a down-to-earth gentleman out in Rowlett, TX. Rudy made us feel like family and honestly that may have been what sold me lol. My husband and I went up there expecting something great and we were super happy with receiving a great deal on something even better than I thought. All in all, its worth the wait, and worth looking into. I am super satisfied with the hospitality and not to mention the selection they had was great.i  Absolutely, 100%, recommend this place to anyone who is looking for a vehicle. Thank you Berrett Motors, it is a pleasure and shout out to Rudy and the boss man who helped us every step of the way!! "
2,"First off; No place for customers to park. Filled with cars for sale and rental cars. We parked on the street.
Second: Salesman never introduced himself or gave us a card.
Third: When we called the main number it rang about 10-12 times. They always said he is not at his desk. One time we saw he was at his desk and called just to see what the person who answered the phone would say, which was ""Not at his desk, out with a customer.""
"
3.4,"First time buyer, he was very helpful and took time to explain the process. Made everything easy and straight forward! Answered and questions needed. Don’t be shy to ask questions!"
1.8,"I purchased a car from Dallux Motors August 2018. As of December 2018, approximately 120 days later, I still do not have license plate or registration, and my last 3 emails to the owner have gone unanswered. In two days, I will be driving with expired temp tag. They also took approximately 60 days to pay off the loan on the car I traded in. This dealership is every reason why people cringe at the thought of buying a car."
1.8,"I bought a brand new MDX from Mac Churchill - the one that went bankrupt in North Fort Worth.  It had a bad transmission, which they replaced with a transmission that was so jerky you wouldn't believe how awful it was to drive.  After numerous complaints and no repair, I finally sold the car.  I took a loss of course.  Then I requested a refund on my extended warranty agreement, which they owe me.  They have not refunded it and it's been almost a year.  They have horrible service and will cheat you out of your money if they can.  I would never buy from another Mac Churchill dealership."
3.7,"Very helpful people who went above and beyond to make my experience great 
They answered all my questions and were very respectful and knowledgeable too."
1.6,"DON'T purchase a car here UNLESS it has an original factory warranty AND a clean Carfax.  The pre- purchase transaction was friendly and promising.  Post purchase was lousy.  I had a ""We owe"" ticket for a second key fob that the the previous owner (who purchased used Porsche} promised to bring in.  When she did, the owner (Sami) refused to send me the key fob because he did not want to pay the postage.  My son picked it up for me because I have stage 4 cancer and have a comprised immune system plus COVID-19 is full effect.  Three weeks after my temporary plate expired and MANY texts, the salesperson informed me that the plate had been in for 4 weeks and that Sami would not send them out.  Reason:  Unknown.  Perhaps he made a error in selling me the car at a price he re-thought was too low!  I had to enlist the help of the Plano PD to have the plates sent to me which I received the next day.  Unfortunately, the owner (Sami) let the salesman go.  Nice guy!  In closing, there might be a reason why these cars are not purchased by factory approved dealerships.  My thought is, most are auction cars with  warranties that are expired or due to expire in miles or years.  Factory dealerships don't want the deal with the issues of cars that do not meet their standards."
1.4,I went and bought a truck paid off with receipt in hand and it got repoed went through a friend that had a car from there I took over payments car was taken filed a report and Abilene used car sales repoed it so what kind of car lot is this so this is how they make there money the truck I paid off was $10000 and the car I took over payments on I was still paying on owed $5000
1.4,"AVIS is not selling the cars, its third company IFS who is dealing with the sale & rent agreement, which is not registered with the funding companies like BOA/DCU and other big brands.
Evaluation takes time and sales team didn't provide all the information for the seller companies information ( as per site- AVIS is selling ) but during financing/funding, it is found that IFS is a broker.
I would not recommend to go with AVIS Car Sales."
1.4,"I would not recommend this dealership because I bought an extended warranty from them and then cancelled it within the cancellation period. They have not refunded my purchase after over 90 days. I have called the manager, Adrian several times, and he promised to give me my money back but never did. Now we're probably going to have to go to court."
3.4,Dealership called / texted me to come in and look at truck I had seen on-line and was very interested in.  Get to dealership and the owner's son has the vehicle out joy riding and I can't look at the vehicle.  Drove over 30 mins to get there.  Completely unprofessional.  Would not trust these guys at all.  These are the folks that give USED CAR SALESMAN their bad reputation.  Third rate organization. 
1,"I heard nothing from this dealer pertaing to my request for info. So with regards to that experience,I'll never contact them again. 
Have a good day!"
1,"Crooks....after a 29 days PD repo/redemption I'm fed up and set an arrangement to pay it off. Paid it off as per and was told my title would b ready to pick up in 2 weeks...ok...expected to drive off but then told it was taken to their warehouse in Rockwall....20 more minutes than the 35 I had to drive to get there.Wait was 50 mins but to appease me they all of a sudden were able to give me the title today. I asked...""Are they towing it back or driving it?"" They said TOWED. Yea right!! Then this man comes DRIVING up in my car I just paid off...putting more miles on it. Finally get it and....no plates...car emptied, no signs of our stuff.....missing the knob for my AC...a knob that was there when they took it. Ask where my stuff is and they bring me a trash bag that's missing my husband's Yeezys and my $400.00 Rx Tory Birch sunglasses.....<U+0001F621><U+0001F621><U+0001F92C><U+0001F92C><U+0001F92C>!!!! A+ BBB my xxx!! They are the worst...buyer beware!!!"
1,My experience with this company was horrible unprofessional rude and disrespectful personally they were playing too many games for me that we were fully aware that I was from another state reckless that’s all I Gotta say about this place recklessI would never recommend this place to anyone at all
